Date,"BTC price, USD","ETH price, USD","BTC profit, USD per day for TH","ETH profit, USD per day for TH"
2016-10-26,665.07,11.503,0.725,0.0466
2016-10-27,682.275,11.404,0.787,0.0463
2016-10-28,685.356,11.243,0.685,0.047
2016-10-29,705.335,10.646,0.72,0.0532
2016-10-30,704.786,10.635,0.775,0.059
2016-10-31,698.831,11.137,0.633,0.0579
2016-11-01,720.121,10.67,0.737,0.0619
2016-11-02,724.827,10.876,0.773,0.0715
2016-11-03,724.099,10.898,0.764,0.0752
2016-11-04,698.792,10.953,0.64,0.0814
2016-11-05,702.682,11.046,0.795,0.0885
2016-11-06,708.671,10.979,0.736,0.0903
2016-11-07,703.872,10.874,0.705,0.0787
2016-11-08,705.761,10.823,0.776,0.0683
2016-11-09,724.306,10.592,0.751,0.0657
2016-11-10,714.235,10.553,0.754,0.0717
2016-11-11,714.44,10.385,0.705,0.0729
2016-11-12,708.542,10.105,0.741,0.0709
2016-11-13,696.136,10.066,0.646,0.0662
2016-11-14,701.676,10.01,0.776,0.0624
2016-11-15,709.94,10.049,0.716,0.0614
2016-11-16,721.652,10.145,0.743,0.0635
2016-11-17,742.568,9.966,0.715,0.0635
2016-11-18,742.522,9.673,0.706,0.0617
2016-11-19,747.646,9.607,0.684,0.0567
2016-11-20,740.325,9.563,0.649,0.0519
2016-11-21,734.423,9.56,0.73,0.0481
2016-11-22,741.868,9.873,0.689,0.0518
2016-11-23,742.446,9.81,0.696,0.0544
2016-11-24,738.491,9.479,0.775,0.0581
2016-11-25,734.983,9.372,0.674,0.0592
2016-11-26,734.786,9.33,0.688,0.0567
2016-11-27,732.631,9.068,0.643,0.0574
2016-11-28,732.658,8.787,0.741,0.054
2016-11-29,732.374,8.207,0.67,0.0498
2016-11-30,737.759,8.401,0.671,0.0514
2016-12-01,747.59,8.433,0.666,0.0509
2016-12-02,767.657,7.949,0.747,0.0474
2016-12-03,764.483,7.867,0.757,0.045
2016-12-04,764.011,7.658,0.633,0.043
2016-12-05,754.931,7.221,0.703,0.0417
2016-12-06,755.702,6.825,0.735,0.0407
2016-12-07,760.565,7.739,0.742,0.0447
2016-12-08,766.652,8.474,0.652,0.0482
2016-12-09,768.494,8.348,0.672,0.0447
2016-12-10,771.991,8.276,0.708,0.0434
2016-12-11,767.304,8.172,0.801,0.0419
2016-12-12,774.371,8.323,0.647,0.0437
2016-12-13,777.648,8.376,0.74,0.0432
2016-12-14,776.714,8.336,0.642,0.0433
2016-12-15,776.708,7.954,0.652,0.041
2016-12-16,779.035,7.812,0.674,0.0395
2016-12-17,786.632,7.626,0.746,0.0383
2016-12-18,787.662,7.817,0.604,0.0378
2016-12-19,789.416,7.712,0.699,0.0369
2016-12-20,789.909,7.603,0.663,0.0357
2016-12-21,811.021,7.725,0.736,0.0365
2016-12-22,852.382,7.6,0.721,0.0365
2016-12-23,894.707,7.324,0.758,0.0379
2016-12-24,897.765,7.237,0.74,0.04
2016-12-25,871.821,7.192,0.776,0.0388
2016-12-26,896.85,7.21,0.682,0.0371
2016-12-27,911.027,7.16,0.83,0.0377
2016-12-28,950.293,7.182,0.806,0.0384
2016-12-29,965.624,8.096,0.792,0.0438
2016-12-30,950.955,8.225,0.802,0.0443
2016-12-31,952.778,7.995,0.726,0.0419
2017-01-01,970.988,8.233,0.814,0.0439
2017-01-02,1010,8.182,0.927,0.0432
2017-01-03,1017,8.811,0.829,0.0465
2017-01-04,1075,10.44,0.933,0.0508
2017-01-05,1045,10.479,0.779,0.0495
2017-01-06,927.984,10.007,0.849,0.0463
2017-01-07,865.388,9.776,0.669,0.0444
2017-01-08,908.784,9.985,0.847,0.0449
2017-01-09,890.728,10.424,0.636,0.0455
2017-01-10,899.089,10.397,0.851,0.0448
2017-01-11,843.358,10.035,0.621,0.043
2017-01-12,781.292,9.503,0.652,0.0404
2017-01-13,805.197,9.582,0.552,0.0402
2017-01-14,825.581,9.608,0.705,0.0399
2017-01-15,816.142,9.729,0.628,0.0399
2017-01-16,825.861,9.605,0.64,0.0392
2017-01-17,873.162,9.975,0.682,0.0408
2017-01-18,882.986,10.177,0.648,0.0424
2017-01-19,890.236,10.232,0.764,0.0406
2017-01-20,892.331,10.511,0.744,0.0418
2017-01-21,914.851,10.711,0.678,0.042
2017-01-22,920.879,10.772,0.701,0.0421
2017-01-23,918.084,10.693,0.531,0.041
2017-01-24,906.179,10.597,0.671,0.041
2017-01-25,894.156,10.478,0.618,0.0405
2017-01-26,903.996,10.496,0.605,0.0399
2017-01-27,914.645,10.451,0.634,0.0395
2017-01-28,916.865,10.475,0.593,0.0399
2017-01-29,915.551,10.44,0.666,0.0401
2017-01-30,915.703,10.46,0.577,0.0401
2017-01-31,937.573,10.56,0.633,0.0398
2017-02-01,969.061,10.624,0.725,0.0405
2017-02-02,989.036,10.621,0.587,0.0397
2017-02-03,1009,10.728,0.774,0.0406
2017-02-04,1014,11.214,0.627,0.0423
2017-02-05,1016,11.177,0.686,0.0403
2017-02-06,1017,11.208,0.581,0.04
2017-02-07,1038,11.358,0.77,0.0404
2017-02-08,1049,11.313,0.641,0.04
2017-02-09,1020,11.084,0.701,0.039
2017-02-10,973.244,10.999,0.592,0.0376
2017-02-11,1003,11.288,0.612,0.0385
2017-02-12,999.914,11.298,0.635,0.038
2017-02-13,994.654,11.231,0.672,0.0375
2017-02-14,1003,12.257,0.613,0.0401
2017-02-15,1006,12.789,0.614,0.0421
2017-02-16,1023,12.714,0.676,0.0417
2017-02-17,1043,12.718,0.689,0.0406
2017-02-18,1056,12.712,0.649,0.0401
2017-02-19,1049,12.735,0.592,0.0396
2017-02-20,1052,12.71,0.707,0.0395
2017-02-21,1095,12.566,0.663,0.0382
2017-02-22,1114,12.637,0.693,0.0384
2017-02-23,1140,12.746,0.786,0.0389
2017-02-24,1178,13.024,0.757,0.0396
2017-02-25,1163,13.314,0.732,0.0396
2017-02-26,1160,13.725,0.721,0.0396
2017-02-27,1181,14.657,0.656,0.0414
2017-02-28,1190,15.678,0.783,0.0432
2017-03-01,1203,15.89,0.739,0.0443
2017-03-02,1237,18.073,0.81,0.0504
2017-03-03,1270,19.721,0.853,0.0524
2017-03-04,1271,19.398,0.69,0.052
2017-03-05,1261,18.832,0.813,0.0489
2017-03-06,1273,19.484,0.781,0.0498
2017-03-07,1252,19.115,0.81,0.049
2017-03-08,1196,17.912,0.684,0.0447
2017-03-09,1175,17.263,0.736,0.0423
2017-03-10,1202,18.161,0.766,0.0447
2017-03-11,1168,19.773,0.725,0.0481
2017-03-12,1195,22.283,0.7,0.0533
2017-03-13,1229,27.152,0.709,0.064
2017-03-14,1239,28.396,0.804,0.067
2017-03-15,1248,30.212,0.744,0.0697
2017-03-16,1218,40.318,0.791,0.0921
2017-03-17,1131,45.932,0.655,0.101
2017-03-18,1039,39.064,0.584,0.0838
2017-03-19,1014,39.469,0.655,0.0881
2017-03-20,1039,43.414,0.578,0.0927
2017-03-21,1089,42.941,0.658,0.0917
2017-03-22,1062,41.289,0.68,0.087
2017-03-23,1043,41.699,0.611,0.0839
2017-03-24,997.754,46.144,0.618,0.093
2017-03-25,934.795,50.562,0.463,0.102
2017-03-26,973.897,50.466,0.625,0.0972
2017-03-27,1003,50.511,0.508,0.0929
2017-03-28,1045,49.857,0.646,0.0928
2017-03-29,1036,52.247,0.596,0.0955
2017-03-30,1037,52.798,0.63,0.0949
2017-03-31,1057,50.224,0.549,0.0891
2017-04-01,1083,50.256,0.596,0.0896
2017-04-02,1090,49.819,0.638,0.0877
2017-04-03,1132,45.616,0.661,0.0861
2017-04-04,1142,43.534,0.554,0.077
2017-04-05,1128,45.921,0.707,0.0794
2017-04-06,1164,44.224,0.643,0.0758
2017-04-07,1189,42.999,0.712,0.0734
2017-04-08,1188,44.484,0.564,0.0751
2017-04-09,1194,43.766,0.688,0.0736
2017-04-10,1208,43.354,0.672,0.0722
2017-04-11,1213,43.8,0.695,0.0716
2017-04-12,1218,44.199,0.639,0.0722
2017-04-13,1191,48.586,0.601,0.0811
2017-04-14,1185,48.027,0.708,0.0752
2017-04-15,1188,47.995,0.639,0.0749
2017-04-16,1188,48.559,0.618,0.0757
2017-04-17,1190,48.276,0.602,0.0745
2017-04-18,1218,49.473,0.698,0.0746
2017-04-19,1217,50.411,0.645,0.0745
2017-04-20,1233,48.983,0.659,0.0736
2017-04-21,1256,49.334,0.737,0.0725
2017-04-22,1252,48.866,0.63,0.0703
2017-04-23,1252,48.801,0.666,0.0697
2017-04-24,1257,50.136,0.565,0.0724
2017-04-25,1269,50.137,0.807,0.0716
2017-04-26,1293,51.977,0.709,0.0718
2017-04-27,1318,57.64,0.715,0.0784
2017-04-28,1326,66.334,0.717,0.086
2017-04-29,1335,70.021,0.784,0.0874
2017-04-30,1337,72.247,0.667,0.0927
2017-05-01,1390,78.897,0.725,0.1
2017-05-02,1437,76.749,0.814,0.0976
2017-05-03,1462,77.385,0.734,0.0971
2017-05-04,1517,84.993,0.947,0.108
2017-05-05,1534,92.211,0.74,0.112
2017-05-06,1530,90.749,0.895,0.111
2017-05-07,1541,92.593,0.856,0.112
2017-05-08,1600,88.45,0.936,0.107
2017-05-09,1700,83.588,0.872,0.0975
2017-05-10,1721,86.842,0.904,0.102
2017-05-11,1800,86.94,0.837,0.101
2017-05-12,1763,87.982,1.009,0.0989
2017-05-13,1700,85.658,0.901,0.0965
2017-05-14,1776,87.899,0.919,0.0926
2017-05-15,1722,89.637,0.882,0.0921
2017-05-16,1709,88.194,0.808,0.0901
2017-05-17,1790,85.836,1.105,0.0902
2017-05-18,1837,92.083,0.942,0.0951
2017-05-19,1923,111.3,1.169,0.11
2017-05-20,1988,124.438,1.035,0.121
2017-05-21,2045,133.08,1.04,0.126
2017-05-22,2149,163.005,1.179,0.15
2017-05-23,2208,163.463,1.217,0.156
2017-05-24,2379,186.704,1.232,0.174
2017-05-25,2568,194.029,1.345,0.181
2017-05-26,2377,177.24,1.206,0.166
2017-05-27,2061,148.878,1.189,0.134
2017-05-28,2158,167.728,1.045,0.152
2017-05-29,2208,176.76,1.16,0.154
2017-05-30,2258,207.344,1.26,0.172
2017-05-31,2236,226.281,1.131,0.188
2017-06-01,2384,224.264,1.304,0.171
2017-06-02,2413,222.605,1.175,0.166
2017-06-03,2500,221.016,1.425,0.164
2017-06-04,2512,238.548,1.182,0.171
2017-06-05,2594,245.873,1.191,0.175
2017-06-06,2822,256.441,1.204,0.179
2017-06-07,2797,259.82,1.469,0.176
2017-06-08,2741,255.877,1.244,0.17
2017-06-09,2811,266.196,1.273,0.178
2017-06-10,2845,298.642,1.234,0.193
2017-06-11,2894,339.133,1.323,0.213
2017-06-12,2799,367.485,1.203,0.234
2017-06-13,2712,384.953,1.309,0.236
2017-06-14,2654,373.107,1.204,0.223
2017-06-15,2377,325.675,1.107,0.191
2017-06-16,2456,348.502,1.059,0.202
2017-06-17,2559,358.053,1.093,0.2
2017-06-18,2566,362.975,1.084,0.201
2017-06-19,2561,357.939,1.117,0.197
2017-06-20,2657,360.756,1.037,0.185
2017-06-21,2707,332.819,1.249,0.167
2017-06-22,2677,323.786,1.224,0.161
2017-06-23,2710,327.726,1.124,0.16
2017-06-24,2654,320.166,1.113,0.156
2017-06-25,2567,297.108,0.895,0.141
2017-06-26,2472,260.585,1.185,0.123
2017-06-27,2409,244.551,0.981,0.113
2017-06-28,2524,289.259,1.164,0.132
2017-06-29,2545,305.994,0.937,0.137
2017-06-30,2513,291.897,1.21,0.129
2017-07-01,2447,268.082,0.978,0.116
2017-07-02,2431,266.799,0.988,0.114
2017-07-03,2518,278.421,0.97,0.118
2017-07-04,2588,276.149,1.021,0.115
2017-07-05,2566,263.184,0.957,0.11
2017-07-06,2589,265.506,0.987,0.11
2017-07-07,2542,254.173,1.087,0.105
2017-07-08,2513,241.009,1.039,0.098
2017-07-09,2540,243.604,0.85,0.0974
2017-07-10,2455,226.428,1.109,0.0809
2017-07-11,2341,195.887,0.855,0.0692
2017-07-12,2341,203.527,0.953,0.0738
2017-07-13,2365,209.053,0.845,0.0746
2017-07-14,2276,196.448,0.775,0.0714
2017-07-15,2079,184.275,0.82,0.0656
2017-07-16,1941,156.388,0.703,0.0541
2017-07-17,2054,171.39,0.698,0.0612
2017-07-18,2268,200.76,0.83,0.0715
2017-07-19,2309,221.246,0.766,0.0771
2017-07-20,2471,216.874,0.839,0.0731
2017-07-21,2702,223.04,0.949,0.0736
2017-07-22,2766,223.716,0.975,0.0752
2017-07-23,2760,227.295,0.923,0.0744
2017-07-24,2745,225.737,0.932,0.0747
2017-07-25,2625,210.8,0.834,0.0684
2017-07-26,2503,200.432,0.852,0.0647
2017-07-27,2571,202.141,0.859,0.0658
2017-07-28,2742,197.203,0.843,0.0635
2017-07-29,2725,187.808,0.859,0.0606
2017-07-30,2693,198.66,0.843,0.0627
2017-07-31,2771,196.409,0.882,0.059
2017-08-01,2785,216.975,0.839,0.0582
2017-08-02,2718,221.54,0.876,0.0594
2017-08-03,2747,222.453,0.819,0.0615
2017-08-04,2831,223.299,0.982,0.0603
2017-08-05,3152,237.997,0.936,0.0646
2017-08-06,3238,260.854,0.915,0.0701
2017-08-07,3306,266.048,1.028,0.0709
2017-08-08,3422,280.817,1.062,0.0741
2017-08-09,3353,299.059,0.981,0.0774
2017-08-10,3399,301.217,1.034,0.0786
2017-08-11,3514,301.33,1.105,0.0793
2017-08-12,3780,313.325,1.173,0.0799
2017-08-13,4041,295.784,1.226,0.0754
2017-08-14,4185,300.658,1.232,0.0751
2017-08-15,4189,288.391,1.425,0.0718
2017-08-16,4177,293.728,1.327,0.0764
2017-08-17,4354,304.164,1.559,0.0763
2017-08-18,4240,299.851,1.248,0.0762
2017-08-19,4090,292.068,1.245,0.0705
2017-08-20,4101,293.178,1.142,0.0705
2017-08-21,4043,319.922,1.3,0.0771
2017-08-22,3941,312.319,1.233,0.0744
2017-08-23,4156,319.28,1.83,0.0745
2017-08-24,4202,321.612,1.143,0.0756
2017-08-25,4367,331.815,1.635,0.0666
2017-08-26,4323,330.182,1.723,0.0649
2017-08-27,4349,336.901,1.684,0.0667
2017-08-28,4316,343.939,1.307,0.0697
2017-08-29,4473,361.687,1.785,0.0714
2017-08-30,4586,380.551,1.594,0.074
2017-08-31,4677,386.127,1.618,0.0769
2017-09-01,4808,392.888,1.624,0.0768
2017-09-02,4694,361.118,1.43,0.0711
2017-09-03,4601,351.383,1.464,0.0676
2017-09-04,4402,318.052,1.435,0.0617
2017-09-05,4290,303.38,1.514,0.0595
2017-09-06,4564,333.811,1.237,0.0659
2017-09-07,4613,333.382,1.444,0.0651
2017-09-08,4509,321.587,1.373,0.0603
2017-09-09,4327,303.933,1.22,0.0569
2017-09-10,4224,295.313,1.077,0.0559
2017-09-11,4239,298.442,1.418,0.056
2017-09-12,4271,303.992,1.312,0.0558
2017-09-13,3956,277.277,1.155,0.0518
2017-09-14,3648,255.365,0.979,0.0476
2017-09-15,3430,238.402,0.998,0.044
2017-09-16,3733,258.206,1.089,0.0482
2017-09-17,3669,253.556,1.059,0.046
2017-09-18,3962,289.049,0.867,0.0532
2017-09-19,3978,288.019,1.113,0.0524
2017-09-20,3958,287.108,0.895,0.053
2017-09-21,3811,277.224,1.047,0.0498
2017-09-22,3645,263.055,0.748,0.0389
2017-09-23,3735,275.465,1.006,0.0406
2017-09-24,3713,285.658,0.804,0.0426
2017-09-25,3832,291.62,0.906,0.0438
2017-09-26,3928,292.596,1.012,0.0443
2017-09-27,4045,297.084,0.991,0.0445
2017-09-28,4200,304.622,1.132,0.046
2017-09-29,4156,292.96,1.011,0.0455
2017-09-30,4290,301.213,0.844,0.0474
2017-10-01,4323,300.398,1.102,0.0457
2017-10-02,4421,299.593,1.178,0.0456
2017-10-03,4326,293.577,1.069,0.0451
2017-10-04,4263,293.48,0.836,0.0442
2017-10-05,4268,293.343,1.078,0.0433
2017-10-06,4372,300.453,1.151,0.0452
2017-10-07,4364,309.106,1.071,0.0471
2017-10-08,4508,311.82,1.094,0.0466
2017-10-09,4655,302.045,1.061,0.045
2017-10-10,4825,299.494,1.127,0.0449
2017-10-11,4796,301.01,1.151,0.0453
2017-10-12,5076,305.357,1.221,0.0458
2017-10-13,5611,323.599,1.517,0.0468
2017-10-14,5677,341.444,1.353,0.0511
2017-10-15,5632,332.145,1.469,0.0488
2017-10-16,5680,339.631,1.234,0.0502
2017-10-17,5633,324.508,1.266,0.058
2017-10-18,5398,304.251,1.196,0.0553
2017-10-19,5656,309.27,1.446,0.0543
2017-10-20,5788,306.276,1.211,0.0548
2017-10-21,6077,297.645,1.355,0.052
2017-10-22,5919,295.789,1.394,0.0512
2017-10-23,5877,285.31,1.339,0.0503
2017-10-24,5662,303.431,1.255,0.0521
2017-10-25,5546,295.64,1.326,0.0511
2017-10-26,5824,296.526,1.227,0.0529
2017-10-27,5824,295.811,0.839,
2017-10-28,5755,294.268,1.036,
2017-10-29,5882,301.65,1.546,
2017-10-30,6122,306.667,1.213,
2017-10-31,6244,307.08,1.108,
2017-11-01,6507,299.041,1.478,0.0509
2017-11-02,6963,284.864,1.333,0.051
2017-11-03,7240,295.189,1.265,0.0533
2017-11-04,7264,299.439,1.621,0.0546
2017-11-05,7472,297.759,1.393,0.0529
2017-11-06,7254,298.239,1.311,0.0534
2017-11-07,7113,295.875,1.619,0.0538
2017-11-08,7383,300.929,1.364,0.0535
2017-11-09,7250,318.067,1.578,0.0575
2017-11-10,6951,310.542,1.252,0.0558
2017-11-11,6549,306.993,1.258,0.0548
2017-11-12,6115,308.916,1.985,0.0536
2017-11-13,6345,314.775,2.015,0.0556
2017-11-14,6601,327.483,1.581,0.0582
2017-11-15,7074,335.229,1.915,0.0608
2017-11-16,7462,328.519,1.751,0.0605
2017-11-17,7840,331.065,1.734,0.061
2017-11-18,7705,334.009,1.567,0.0617
2017-11-19,7832,354.514,1.659,0.065
2017-11-20,8112,360.695,1.903,0.0624
2017-11-21,8178,364.873,1.674,0.0638
2017-11-22,8206,366.425,1.516,0.0646
2017-11-23,8184,398.242,1.836,0.0675
2017-11-24,8168,430.176,1.6,0.0714
2017-11-25,8464,467.473,1.766,0.0769
2017-11-26,9041,458.47,1.854,0.0759
2017-11-27,9607,475.312,2.102,0.0795
2017-11-28,9867,470.756,1.987,0.0804
2017-11-29,10480,471.579,2.267,0.0797
2017-11-30,9996,434.809,2.08,0.0726
2017-12-01,10236,443.806,2.257,0.0739
2017-12-02,10976,462.131,2.034,0.0756
2017-12-03,11320,468.332,2.445,0.0797
2017-12-04,11414,463.753,2.317,0.0782
2017-12-05,11716,461.928,2.399,0.0817
2017-12-06,12656,440.041,2.473,0.079
2017-12-07,15282,426.822,2.661,0.0789
2017-12-08,16326,451.546,3.464,0.0807
2017-12-09,15335,478.17,3.238,0.0846
2017-12-10,14558,447.893,2.657,0.0789
2017-12-11,16561,466.34,3.259,0.0794
2017-12-12,16914,560.868,3.208,0.0962
2017-12-13,16746,663.96,3.726,0.109
2017-12-14,16521,707.294,3.284,0.116
2017-12-15,17543,669.39,3.337,0.104
2017-12-16,18334,693.475,3.721,0.107
2017-12-17,19401,716.841,3.839,0.108
2017-12-18,18854,734.651,3.523,0.108
2017-12-19,18319,823.002,2.925,0.126
2017-12-20,16899,797.161,3.267,0.124
2017-12-21,16311,808.987,3.605,0.125
2017-12-22,14030,681.631,3.693,0.106
2017-12-23,15086,729.214,3.061,0.107
2017-12-24,13698,662.122,2.788,0.0957
2017-12-25,13825,716.775,2.449,0.101
2017-12-26,15224,744.981,2.983,0.104
2017-12-27,15712,750.511,3.006,0.105
2017-12-28,14342,707.761,2.665,0.0961
2017-12-29,14598,738.099,2.902,0.103
2017-12-30,13277,704.505,2.413,0.098
2017-12-31,13402,721.422,2.281,0.0981
2018-01-01,13523,750.972,2.174,0.101
2018-01-02,13924,850.339,2.431,0.116
2018-01-03,15027,887.35,2.737,0.122
2018-01-04,14883,951.139,2.606,0.131
2018-01-05,15881,980.277,2.631,0.142
2018-01-06,16784,996.619,3.139,0.15
2018-01-07,16733,1081,2.865,0.154
2018-01-08,15476,1154,2.754,0.161
2018-01-09,15041,1218,2.653,0.17
2018-01-10,14328,1322,2.427,0.188
2018-01-11,13863,1225,2.554,0.165
2018-01-12,13850,1236,2.217,0.159
2018-01-13,14363,1356,1.921,0.173
2018-01-14,13821,1350,2.003,0.169
2018-01-15,13932,1332,2.053,0.166
2018-01-16,12255,1135,1.867,0.14
2018-01-17,10747,955.432,1.529,0.115
2018-01-18,11561,1046,1.748,0.125
2018-01-19,11560,1050,1.717,0.125
2018-01-20,12544,1124,1.607,0.129
2018-01-21,11984,1086,1.6,0.122
2018-01-22,11217,1029,1.373,0.114
2018-01-23,10800,985.307,1.345,0.11
2018-01-24,11094,1016,1.474,0.11
2018-01-25,11384,1071,1.174,0.113
2018-01-26,11085,1050,1.227,0.11
2018-01-27,11294,1081,1.166,0.114
2018-01-28,11710,1188,1.316,0.124
2018-01-29,11372,1190,1.136,0.122
2018-01-30,10781,1140,1.115,0.116
2018-01-31,10154,1100,0.912,0.11
2018-02-01,9755,1111,1.226,0.111
2018-02-02,8748,930.55,0.952,0.0906
2018-02-03,9091,957.23,0.914,0.0907
2018-02-04,8826,908.425,0.981,0.086
2018-02-05,7704,776.937,0.781,0.0729
2018-02-06,6852,679.592,0.676,0.0639
2018-02-07,7933,799.065,0.727,0.0733
2018-02-08,8256,814.922,0.677,0.0747
2018-02-09,8300,832.564,0.803,0.075
2018-02-10,8691,871.238,0.858,0.0797
2018-02-11,8234,825.413,0.704,0.0725
2018-02-12,8662,857.472,0.834,0.0751
2018-02-13,8657,846.939,0.761,0.0736
2018-02-14,9055,884.586,0.875,0.0775
2018-02-15,9838,932.44,0.793,0.0831
2018-02-16,10058,934.689,0.955,0.0807
2018-02-17,10713,965.778,0.88,0.0842
2018-02-18,10772,944.627,1.012,0.0819
2018-02-19,10902,941.382,0.986,0.0817
2018-02-20,11551,939.564,0.993,0.0829
2018-02-21,10851,869.451,0.942,0.0771
2018-02-22,10325,831.455,0.808,0.0717
2018-02-23,10046,846.334,0.88,0.0733
2018-02-24,9975,844.517,0.905,0.0729
2018-02-25,9649,840.435,0.865,0.0697
2018-02-26,9939,861.542,0.81,0.0727
2018-02-27,10575,879.503,0.92,0.0758
2018-02-28,10607,870.604,0.847,0.0736
2018-03-01,10666,866.53,1.005,0.0717
2018-03-02,11002,863.687,0.907,0.0725
2018-03-03,11365,861.705,1.031,0.0693
2018-03-04,11271,854.52,0.877,0.07
2018-03-05,11537,862.198,0.88,0.071
2018-03-06,11051,833.453,0.894,0.0685
2018-03-07,10428,782.297,0.789,0.063
2018-03-08,9724,739.174,0.788,0.0587
2018-03-09,8927,686.236,0.64,0.0558
2018-03-10,9252,724.174,0.708,0.0583
2018-03-11,9065,702.129,0.789,0.0569
2018-03-12,9457,715.011,0.718,0.0575
2018-03-13,9170,695.08,0.687,0.0557
2018-03-14,8789,660.81,0.662,0.0537
2018-03-15,8124,602.203,0.642,0.0485
2018-03-16,8327,609.608,0.675,0.0475
2018-03-17,8099,585.957,0.594,0.0455
2018-03-18,7696,508.635,0.596,0.0398
2018-03-19,8360,539.482,0.609,0.042
2018-03-20,8641,544.311,0.58,0.0424
2018-03-21,9002,569.452,0.708,0.0448
2018-03-22,8809,548.63,0.641,0.0436
2018-03-23,8549,523.716,0.635,0.041
2018-03-24,8881,537.53,0.665,0.0428
2018-03-25,8559,522.642,0.588,0.0409
2018-03-26,8236,499.98,0.628,0.0385
2018-03-27,7983,463.714,0.601,0.0361
2018-03-28,7940,451.701,0.529,0.0354
2018-03-29,7548,414.781,0.597,0.0332
2018-03-30,6908,385.057,0.51,0.0305
2018-03-31,7025,401.714,0.463,0.0322
2018-04-01,6826,382.52,0.551,0.0301
2018-04-02,7004,385.716,0.502,0.0308
2018-04-03,7345,401.669,0.546,0.0328
2018-04-04,7107,391.494,0.502,0.0315
2018-04-05,6780,378.655,0.5,0.031
2018-04-06,6673,372.537,0.448,0.0293
2018-04-07,6916,384.71,0.543,0.0304
2018-04-08,7020,395.618,0.505,0.0317
2018-04-09,6918,404.459,0.454,0.0334
2018-04-10,6805,403.112,0.535,0.0328
2018-04-11,6912,420.062,0.492,0.0341
2018-04-12,7355,450.571,0.517,0.0368
2018-04-13,8008,504.831,0.608,0.0418
2018-04-14,8025,501.885,0.46,0.0407
2018-04-15,8241,520.189,0.615,0.0422
2018-04-16,8104,512.054,0.503,0.0418
2018-04-17,8075,512.062,0.568,0.0415
2018-04-18,8085,514.947,0.536,0.0427
2018-04-19,8242,543.621,0.579,0.0447
2018-04-20,8464,584.742,0.459,0.0486
2018-04-21,8820,604.706,0.649,0.0486
2018-04-22,8913,622.605,0.586,0.0505
2018-04-23,8925,639.477,0.576,0.0512
2018-04-24,9325,689.517,0.656,0.0562
2018-04-25,9231,644.087,0.544,0.0526
2018-04-26,8894,631.231,0.632,0.0502
2018-04-27,9228,665.522,0.65,0.0538
2018-04-28,9249,676.536,0.573,0.0553
2018-04-29,9365,684.336,0.606,0.0548
2018-04-30,9304,682.708,0.62,0.0546
2018-05-01,9004,658.012,0.571,0.0536
2018-05-02,9128,678.864,0.537,0.0553
2018-05-03,9387,734.123,0.61,0.0591
2018-05-04,9670,783.083,0.577,0.0622
2018-05-05,9844,809.529,0.712,0.0633
2018-05-06,9658,792.784,0.536,0.0615
2018-05-07,9367,743.309,0.643,0.0569
2018-05-08,9282,749.138,0.574,0.0571
2018-05-09,9210,739.982,0.61,0.0577
2018-05-10,9288,754.168,0.559,0.0592
2018-05-11,8725,698.979,0.522,0.0548
2018-05-12,8438,671.294,0.574,0.0508
2018-05-13,8566,703.788,0.484,0.053
2018-05-14,8595,718.634,0.541,0.0554
2018-05-15,8652,723.705,0.525,0.057
2018-05-16,8291,695.097,0.566,0.0545
2018-05-17,8297,699.933,0.413,0.055
2018-05-18,8115,678.857,0.58,0.0538
2018-05-19,8266,697.014,0.524,0.0548
2018-05-20,8378,711.294,0.475,0.0548
2018-05-21,8476,707.172,0.574,0.0544
2018-05-22,8261,681.455,0.458,0.0528
2018-05-23,7816,614.983,0.537,0.0486
2018-05-24,7551,587.165,0.415,0.0468
2018-05-25,7507,594.803,0.478,0.0476
2018-05-26,7517,596.332,0.443,0.0469
2018-05-27,7346,575.72,0.425,0.0457
2018-05-28,7274,538.415,0.419,0.0431
2018-05-29,7311,542.952,0.396,0.0435
2018-05-30,7454,562.269,0.505,0.0456
2018-05-31,7517,572.5,0.437,0.0459
2018-06-01,7501,576.459,0.437,0.0473
2018-06-02,7615,588.746,0.405,0.0468
2018-06-03,7706,611.15,0.469,0.0484
2018-06-04,7594,602.107,0.49,0.0485
2018-06-05,7513,595.268,0.393,0.0468
2018-06-06,7619,605.064,0.37,0.0489
2018-06-07,7708,608.398,0.404,0.0487
2018-06-08,7650,601.928,0.378,0.0476
2018-06-09,7653,604.065,0.387,0.0458
2018-06-10,7150,558.971,0.352,0.0433
2018-06-11,6767,525.832,0.359,0.0408
2018-06-12,6775,521.061,0.353,0.0395
2018-06-13,6459,481.022,0.332,0.0374
2018-06-14,6515,492.603,0.34,0.0384
2018-06-15,6567,501.792,0.36,0.0394
2018-06-16,6482,496.537,0.337,0.0386
2018-06-17,6534,501.699,0.314,0.0386
2018-06-18,6543,502.428,0.353,0.0376
2018-06-19,6737,527.798,0.346,0.0391
2018-06-20,6698,529.553,0.373,0.0399
2018-06-21,6755,533.614,0.346,0.0394
2018-06-22,6382,490.26,0.311,0.0371
2018-06-23,6146,471.371,0.335,0.0353
2018-06-24,6044,451.302,0.292,0.0334
2018-06-25,6225,457.744,0.302,0.0341
2018-06-26,6233,450.846,0.31,0.0338
2018-06-27,6128,434.665,0.263,0.0316
