Date,"BTC price, USD","ETH price, USD","BTC profit, USD per day for TH","ETH profit, USD per day for TH"
2015-02-14,246.158,0.526,2.863,
2015-02-15,250.235,0.698,2.844,
2015-02-16,234.532,0.674,2.674,
2015-02-17,238.71,0.681,2.603,
2015-02-18,239.529,,2.896,
2015-02-19,237.832,,2.625,
2015-02-20,242.991,0.741,2.651,
2015-02-21,244.115,0.615,2.764,
2015-02-22,241.202,0.722,2.795,
2015-02-23,236.119,0.696,2.467,
2015-02-24,238.067,,2.48,
2015-02-25,237.006,,2.787,
2015-02-26,235.973,0.541,2.494,
2015-02-27,250.348,0.579,2.672,
2015-02-28,252.709,0.621,2.654,
2015-03-01,251.478,0.574,2.596,
2015-03-02,262.486,0.655,3.129,
2015-03-03,275.364,0.694,2.946,
2015-03-04,278.934,0.674,2.726,
2015-03-05,270.497,0.667,2.989,
2015-03-06,272.846,0.697,2.986,
2015-03-07,273.282,0.932,2.92,
2015-03-08,275.227,0.876,3.052,
2015-03-09,281.962,0.883,2.915,
2015-03-10,293.828,0.82,3.355,
2015-03-11,293.97,1.076,2.936,
2015-03-12,294.297,1.095,2.948,
2015-03-13,291.01,0.821,3.252,
2015-03-14,283.365,0.82,2.828,
2015-03-15,283.896,0.815,3.11,
2015-03-16,290.818,0.739,3.035,
2015-03-17,288.825,0.778,2.886,
2015-03-18,273.617,0.676,3.164,
2015-03-19,257.124,0.943,2.569,
2015-03-20,260.716,0.997,2.738,
2015-03-21,259.368,1.01,2.935,
2015-03-22,261.797,1.011,2.921,
2015-03-23,267.213,1.048,2.788,
2015-03-24,256.186,0.983,2.898,
2015-03-25,244.675,0.989,2.571,
2015-03-26,248.965,0.974,2.607,
2015-03-27,247.396,0.9,2.742,
2015-03-28,251.271,0.968,2.568,
2015-03-29,245.128,0.898,2.689,
2015-03-30,245.129,0.752,2.635,
2015-03-31,245.298,0.898,2.658,
2015-04-01,243.148,0.802,2.477,
2015-04-02,248.23,0.794,3.001,
2015-04-03,253.57,,2.546,
2015-04-04,252.689,,2.753,
2015-04-05,255.001,0.882,2.614,
2015-04-06,257.67,0.884,2.362,
2015-04-07,253.059,0.666,2.753,
2015-04-08,248.466,0.771,2.422,
2015-04-09,243.593,,2.387,
2015-04-10,237.873,0.691,2.706,
2015-04-11,235.894,0.705,2.293,
2015-04-12,235.993,0.731,2.208,
2015-04-13,232.263,,2.769,
2015-04-14,220.026,0.684,2.113,
2015-04-15,220.804,0.697,2.107,
2015-04-16,226.535,0.678,2.338,
2015-04-17,224.203,0.621,2.222,
2015-04-18,222.465,0.705,2.441,
2015-04-19,224.044,0.747,2.309,
2015-04-20,223.809,,2.472,
2015-04-21,225.98,,2.247,
2015-04-22,235.296,,2.578,
2015-04-23,234.356,,2.268,
2015-04-24,231.602,0.827,2.426,
2015-04-25,228.42,0.893,2.72,
2015-04-26,218.799,,2.184,
2015-04-27,221.019,1.199,2.325,
2015-04-28,225.576,1.12,2.45,
2015-04-29,225.106,1.173,2.217,
2015-04-30,231.562,1.227,2.502,
2015-05-01,235.075,,2.574,
2015-05-02,234.385,0.968,2.473,
2015-05-03,239.501,0.968,2.491,
2015-05-04,240.104,0.757,2.374,
2015-05-05,235.564,0.779,2.691,
2015-05-06,234.619,,2.645,
2015-05-07,232.198,0.904,2.23,
2015-05-08,240.039,0.805,2.595,
2015-05-09,242.641,0.713,2.471,
2015-05-10,241.37,0.685,2.532,
2015-05-11,241.467,0.697,2.791,
2015-05-12,241.493,0.685,2.391,
2015-05-13,242.205,0.838,2.691,
2015-05-14,236.365,0.829,2.527,
2015-05-15,237.222,0.7,2.362,
2015-05-16,236.928,,2.387,
2015-05-17,236.816,0.924,2.683,
2015-05-18,236.105,0.702,2.432,
2015-05-19,232.979,0.704,2.232,
2015-05-20,233.256,0.766,2.558,
2015-05-21,235.065,0.717,2.438,
2015-05-22,237.015,0.749,2.376,
2015-05-23,240.003,0.841,2.075,
2015-05-24,239.853,0.899,2.897,
2015-05-25,238.622,0.875,2.323,
2015-05-26,237.372,0.892,2.585,
2015-05-27,237.443,0.909,2.4,
2015-05-28,237.222,0.921,2.397,
2015-05-29,236.889,0.943,2.492,
2015-05-30,234.263,,2.526,
2015-05-31,232.298,,2.477,
2015-06-01,227.302,,2.193,
2015-06-02,224.221,0.883,2.567,
2015-06-03,226.123,0.887,2.275,
2015-06-04,225.462,,2.409,
2015-06-05,224.648,,2.267,
2015-06-06,225.153,0.696,2.733,
2015-06-07,224.866,0.701,2.139,
2015-06-08,226.036,0.89,2.561,
2015-06-09,229.474,0.877,2.344,
2015-06-10,229.253,0.901,2.599,
2015-06-11,229.8,0.902,2.026,
2015-06-12,230.569,0.897,2.559,
2015-06-13,230.832,,2.592,
2015-06-14,233.557,0.821,2.253,
2015-06-15,235.626,0.704,2.343,
2015-06-16,241.816,0.743,2.222,
2015-06-17,250.867,0.99,3.035,
2015-06-18,248.304,1.019,2.513,
2015-06-19,247.452,0.949,2.363,
2015-06-20,243.001,1.027,2.368,
2015-06-21,243.39,1.014,2.385,
2015-06-22,245.632,1.071,2.749,
2015-06-23,245.012,1.1,2.401,
2015-06-24,243.214,1.072,2.523,
2015-06-25,242.511,1.133,2.463,
2015-06-26,242.731,1.046,2.452,
2015-06-27,246.389,1.055,2.364,
2015-06-28,249.74,1.235,2.553,
2015-06-29,252.903,1.26,2.648,
2015-06-30,262.642,1.378,2.699,
2015-07-01,260.055,1.6,2.436,
2015-07-02,257.569,1.39,2.938,
2015-07-03,256.101,1.726,2.617,
2015-07-04,257.741,1.46,2.65,
2015-07-05,264.51,1.584,2.506,
2015-07-06,271.941,1.771,3.105,
2015-07-07,267.655,1.996,2.488,
2015-07-08,268.562,1.949,2.959,
2015-07-09,269.981,2.025,2.504,
2015-07-10,281.268,1.817,3.119,
2015-07-11,291.386,2.177,2.837,
2015-07-12,304.274,2.391,2.904,
2015-07-13,293.763,2.153,3.13,
2015-07-14,290.261,2.228,2.795,
2015-07-15,290.258,2.147,3.002,
2015-07-16,282.262,2.071,2.599,
2015-07-17,277.177,2.023,2.856,
2015-07-18,277.466,,2.656,
2015-07-19,274.834,,2.758,
2015-07-20,276.116,1.994,2.861,
2015-07-21,278.551,2.29,2.481,
2015-07-22,276.546,2.717,2.98,
2015-07-23,277.064,3.009,2.552,
2015-07-24,282.729,3.053,3.055,
2015-07-25,288.564,3.168,2.702,
2015-07-26,290.788,3.103,2.788,
2015-07-27,291.318,3.122,2.796,
2015-07-28,294.087,3.256,2.62,
2015-07-29,290.804,2.772,3.057,
2015-07-30,287.751,2.645,2.618,9.355
2015-07-31,284.668,3.112,2.98,2.192
2015-08-01,280.98,3.009,2.625,1.442
2015-08-02,280.317,2.459,2.612,1.022
2015-08-03,282.591,2.482,2.94,0.931
2015-08-04,283.586,2.593,2.41,0.9
2015-08-05,282.593,2.707,2.982,0.865
2015-08-06,279.109,3.167,2.719,0.971
2015-08-07,278.091,3.109,2.517,0.896
2015-08-08,272.542,1.697,2.859,0.453
2015-08-09,263.326,0.796,2.497,0.197
2015-08-10,264.516,0.73,2.667,0.168
2015-08-11,265.458,0.819,2.387,0.17
2015-08-12,267.668,1.093,2.355,0.209
2015-08-13,264.053,1.394,2.646,0.252
2015-08-14,264.837,1.967,2.495,0.311
2015-08-15,264.722,1.796,2.545,0.225
2015-08-16,258.969,1.381,2.429,0.161
2015-08-17,257.854,1.39,2.657,0.151
2015-08-18,253.79,1.198,2.358,0.116
2015-08-19,231.748,1.248,2.276,0.12
2015-08-20,232.887,1.349,2.129,0.128
2015-08-21,233.452,1.495,2.467,0.144
2015-08-22,229.848,1.415,2.105,0.125
2015-08-23,229.287,1.349,1.982,0.112
2015-08-24,219.892,1.301,2.128,0.107
2015-08-25,213.673,1.194,1.804,0.0982
2015-08-26,225.249,1.14,2.324,0.0869
2015-08-27,225.623,1.158,1.913,0.0833
2015-08-28,227.685,1.166,2.269,0.0795
2015-08-29,230.117,1.176,2.093,0.0754
2015-08-30,229.659,1.224,2.089,0.0772
2015-08-31,228.792,1.313,2.102,0.0778
2015-09-01,228.197,1.357,2.232,0.0759
2015-09-02,228.016,1.32,2.164,0.0683
2015-09-03,227.614,1.271,2.048,0.0652
2015-09-04,229.058,1.269,2.09,0.0838
2015-09-05,231.934,1.295,1.978,0.0886
2015-09-06,239.717,1.333,2.027,0.0899
2015-09-07,240.53,1.284,2.316,0.0861
2015-09-08,243.394,1.253,2.037,0.0875
2015-09-09,240.462,1.227,2.271,0.084
2015-09-10,238.539,1.191,2.19,0.0803
2015-09-11,239.916,1.052,2,0.068
2015-09-12,238.114,1.026,1.96,0.0639
2015-09-13,232.617,0.983,2.251,0.0595
2015-09-14,230.218,0.903,1.917,0.0579
2015-09-15,230.152,0.918,2.145,0.0607
2015-09-16,228.705,0.923,1.833,0.0633
2015-09-17,230.686,0.88,2.135,0.0618
2015-09-18,233.043,0.865,2,0.0647
2015-09-19,231.588,0.85,1.809,0.0646
2015-09-20,230.94,0.892,2.045,0.0611
2015-09-21,228.015,0.924,1.93,0.0601
2015-09-22,228.689,0.895,2.056,0.0576
2015-09-23,230.404,0.893,2.02,0.0552
2015-09-24,232.239,0.864,1.884,0.0523
2015-09-25,235.295,0.771,2.115,0.047
2015-09-26,234.051,0.734,1.835,0.0432
2015-09-27,233.409,0.746,2.038,0.0438
2015-09-28,237.125,0.655,2.093,0.0414
2015-09-29,237.937,0.617,2.133,0.0433
2015-09-30,236.866,0.672,1.847,0.0506
2015-10-01,236.899,0.696,1.973,0.0523
2015-10-02,237.726,0.676,2.084,0.0481
2015-10-03,238.381,0.692,1.973,0.0469
2015-10-04,238.794,0.675,1.968,0.0464
2015-10-05,238.724,0.66,1.997,0.0448
2015-10-06,243.136,0.622,1.953,0.0423
2015-10-07,245.262,0.633,1.977,0.0451
2015-10-08,243.701,0.602,2.064,0.043
2015-10-09,243.629,0.656,1.834,0.0457
2015-10-10,244.579,0.639,2.392,0.0452
2015-10-11,245.811,0.628,1.871,0.0436
2015-10-12,246.638,0.633,2.036,0.044
2015-10-13,247.404,0.612,2.048,0.041
2015-10-14,251.284,0.569,2.137,0.0373
2015-10-15,254.488,0.539,2.227,0.037
2015-10-16,259.868,0.548,1.981,0.0402
2015-10-17,269.135,0.539,2.215,0.0382
2015-10-18,266.726,0.533,2.291,0.038
2015-10-19,263.775,0.501,2.259,0.036
2015-10-20,267.214,0.49,2.019,0.0357
2015-10-21,268.111,0.444,2.359,0.0322
2015-10-22,271.908,0.455,2.125,0.0338
2015-10-23,276.61,0.547,2.347,0.0396
2015-10-24,279.731,0.547,2.31,0.037
2015-10-25,289.505,0.622,2.419,0.0402
2015-10-26,284.408,0.64,2.534,0.0415
2015-10-27,292.005,0.815,2.259,0.053
2015-10-28,301.252,0.879,2.432,0.0545
2015-10-29,309.563,1.071,2.724,0.0645
2015-10-30,324.762,1.136,2.803,0.065
2015-10-31,321.941,0.963,2.343,0.0522
2015-11-01,316.359,0.952,2.602,0.0516
2015-11-02,335.738,1.058,2.736,0.0581
2015-11-03,384.145,0.995,3.052,0.0572
2015-11-04,449.287,0.933,3.739,0.0509
2015-11-05,401.566,0.933,3.207,0.052
2015-11-06,372.194,0.898,3.02,0.0501
2015-11-07,383.625,0.91,3.089,0.0509
2015-11-08,382.2,0.954,2.952,0.0523
2015-11-09,374.932,1.033,3.287,0.0563
2015-11-10,365.764,0.984,2.843,0.0535
2015-11-11,315.768,0.848,2.585,0.0464
2015-11-12,327.694,0.851,2.573,0.0462
2015-11-13,333.683,0.881,2.552,0.047
2015-11-14,333.448,0.892,2.38,0.0473
2015-11-15,328.106,0.902,2.721,0.0461
2015-11-16,322.131,0.913,2.478,0.0462
2015-11-17,334.502,0.949,2.249,0.0493
2015-11-18,333.66,0.979,2.888,0.0485
2015-11-19,330.832,0.977,2.298,0.047
2015-11-20,319.889,0.925,2.682,0.0492
2015-11-21,324.813,0.948,2.561,0.0529
2015-11-22,324.123,0.97,2.391,0.0545
2015-11-23,322.867,0.957,2.43,0.0535
2015-11-24,320.608,0.935,2.272,0.0516
2015-11-25,322.364,0.879,2.123,0.0495
2015-11-26,342.484,0.866,2.659,0.0488
2015-11-27,355.977,0.879,2.104,0.0497
2015-11-28,354.843,0.9,2.635,0.0491
2015-11-29,360.479,0.887,2.397,0.0485
2015-11-30,376.271,0.871,2.884,0.0473
2015-12-01,367.19,0.871,2.339,0.0467
2015-12-02,355.655,0.846,2.57,0.0457
2015-12-03,361.925,0.813,2.355,0.0453
2015-12-04,359.977,0.819,2.594,0.0443
2015-12-05,374.789,0.846,2.858,0.0439
2015-12-06,393.696,0.856,2.557,0.0461
2015-12-07,393.935,0.811,2.371,0.0448
2015-12-08,395.33,0.796,2.834,0.0446
2015-12-09,417.576,0.794,2.542,0.0455
2015-12-10,415.562,0.816,3.091,0.0444
2015-12-11,432.058,0.854,2.326,0.0449
2015-12-12,432.019,0.966,2.775,0.0508
2015-12-13,435.76,0.971,2.537,0.0487
2015-12-14,441.485,0.99,3.236,0.049
2015-12-15,456.742,1.013,2.812,0.0491
2015-12-16,456.521,1.002,2.702,0.0497
2015-12-17,455.108,0.966,2.887,0.0469
2015-12-18,459.385,0.933,2.976,0.0451
2015-12-19,462.587,0.912,2.493,0.0444
2015-12-20,453.641,0.921,2.468,0.0457
2015-12-21,437.468,0.906,2.205,0.0452
2015-12-22,439.047,0.904,2.508,0.0439
2015-12-23,440.857,0.879,2.333,0.0437
2015-12-24,454.111,0.87,2.243,0.0431
2015-12-25,454.511,0.874,2.875,0.0435
2015-12-26,428.423,0.864,2.28,0.0434
2015-12-27,417.265,0.849,2.412,0.0419
2015-12-28,424.113,0.856,1.964,0.0426
2015-12-29,425.095,0.854,2.365,0.042
2015-12-30,428.988,0.899,2.325,0.0451
2015-12-31,425.418,0.955,2.047,0.0474
2016-01-01,432.258,0.96,2.054,0.0476
2016-01-02,433.24,0.966,2.248,0.0501
2016-01-03,429.271,0.981,2.016,0.0498
2016-01-04,431.819,0.972,2.314,0.0493
2016-01-05,432.241,0.975,2.025,0.0496
2016-01-06,429.829,0.974,2.045,0.0489
2016-01-07,447.946,0.995,2.187,0.0512
2016-01-08,454.849,0.991,2.33,0.0504
2016-01-09,449.909,1.062,2.066,0.0532
2016-01-10,444.408,1.084,2.301,0.055
2016-01-11,447.174,1.054,2.125,0.0507
2016-01-12,445.538,1.176,2.152,0.0563
2016-01-13,428.513,1.13,1.791,0.0566
2016-01-14,430.349,1.14,1.91,0.0555
2016-01-15,403.973,1.241,1.74,0.0587
2016-01-16,371.323,1.241,1.737,0.0574
2016-01-17,384.435,1.235,1.877,0.0579
2016-01-18,383,1.421,1.69,0.064
2016-01-19,383.472,1.373,1.532,0.0613
2016-01-20,392.939,1.465,1.813,0.0662
2016-01-21,414.174,1.526,1.886,0.0678
2016-01-22,393.566,1.519,1.956,0.0654
2016-01-23,388.784,1.742,1.791,0.0738
2016-01-24,396.316,2.143,1.793,0.0898
2016-01-25,396.252,2.3,1.61,0.0948
2016-01-26,393.133,2.583,1.689,0.104
2016-01-27,394.257,2.402,1.666,0.0947
2016-01-28,383.843,2.489,1.572,0.102
2016-01-29,375.988,2.508,1.64,0.098
2016-01-30,378.256,2.521,1.708,0.0989
2016-01-31,377.724,2.387,1.617,0.0949
2016-02-01,373.237,2.222,1.436,0.0866
2016-02-02,374.287,2.237,1.729,0.0893
2016-02-03,372.194,2.428,1.601,0.0952
2016-02-04,378.35,2.535,1.434,0.0971
2016-02-05,387.86,2.525,1.757,0.0961
2016-02-06,377.282,2.509,1.707,0.0989
2016-02-07,377.566,2.695,1.272,0.104
2016-02-08,376.95,3.105,1.166,0.115
2016-02-09,374.584,3.493,1.435,0.132
2016-02-10,379.689,4.363,1.246,0.159
2016-02-11,380.995,4.937,1.462,0.175
2016-02-12,382.955,5.908,1.283,0.217
2016-02-13,389.825,4.99,1.357,0.175
2016-02-14,400.002,4.897,1.416,0.166
2016-02-15,404.62,5.468,1.373,0.181
2016-02-16,404.798,4.865,1.303,0.163
2016-02-17,414.783,4.098,1.606,0.137
2016-02-18,420.743,4.034,1.499,0.141
2016-02-19,420.701,4.498,1.296,0.151
2016-02-20,430.082,4.44,1.365,0.148
2016-02-21,438.567,4.43,1.287,0.145
2016-02-22,437.065,5.143,1.354,0.163
2016-02-23,427.514,5.682,1.33,0.176
2016-02-24,421.19,5.812,1.215,0.182
2016-02-25,423.3,6.275,1.503,0.197
2016-02-26,424.262,5.988,1.2,0.181
2016-02-27,432.256,6.222,1.467,0.182
2016-02-28,429.127,6.445,1.211,0.186
2016-02-29,436.765,6.42,1.316,0.183
2016-03-01,434.676,6.748,1.455,0.199
2016-03-02,431.575,7.982,1.421,0.227
2016-03-03,421.323,9.246,1.266,0.253
2016-03-04,419.557,9.258,1.343,0.244
2016-03-05,403.989,11.14,1.234,0.288
2016-03-06,404.42,11.11,1.321,0.273
2016-03-07,409.784,10.33,1.16,0.257
2016-03-08,412.669,9.6,1.536,0.234
2016-03-09,411.941,10.567,1.342,0.252
2016-03-10,413.802,11.633,1.294,0.276
2016-03-11,419.577,11.098,1.321,0.254
2016-03-12,413.346,12.907,1.281,0.28
2016-03-13,412.764,14.326,1.296,0.303
2016-03-14,414.027,13.457,1.422,0.285
2016-03-15,415.778,12.707,1.367,0.307
2016-03-16,415.443,13.233,1.252,0.315
2016-03-17,418.234,11.603,1.309,0.272
2016-03-18,413.077,10.208,1.235,0.236
2016-03-19,407.531,10.568,1.252,0.239
2016-03-20,410.271,10.23,1.287,0.223
2016-03-21,409.752,10.977,1.275,0.241
2016-03-22,415.288,11.604,1.299,0.251
2016-03-23,416.991,11.848,1.297,0.267
2016-03-24,415.821,11.393,1.243,0.243
2016-03-25,415.36,10.782,1.266,0.219
2016-03-26,416.249,10.837,1.299,0.214
2016-03-27,419.438,10.684,1.202,0.206
2016-03-28,423.456,11.19,1.5,0.218
2016-03-29,417.945,11.557,1.204,0.218
2016-03-30,412.853,11.799,1.207,0.219
2016-03-31,414.983,11.754,1.189,0.209
2016-04-01,415.156,11.609,1.415,0.207
2016-04-02,418.138,11.456,1.159,0.206
2016-04-03,417.978,11.492,1.312,0.2
2016-04-04,418.564,11.275,1.309,0.189
2016-04-05,420.973,10.716,1.261,0.177
2016-04-06,421.292,10.588,1.319,0.175
2016-04-07,420.006,10.382,1.218,0.179
2016-04-08,420.314,9.876,1.285,0.16
2016-04-09,416.933,9.608,1.325,0.152
2016-04-10,418.889,8.622,1.272,0.135
2016-04-11,420.07,8.48,1.245,0.133
2016-04-12,423.767,7.872,1.26,0.128
2016-04-13,423.615,7.789,1.326,0.121
2016-04-14,423.23,8.376,1.274,0.129
2016-04-15,426.47,8.321,1.103,0.125
2016-04-16,429.738,8.279,1.195,0.121
2016-04-17,427.826,9.246,1.275,0.139
2016-04-18,427.315,9.061,1.141,0.13
2016-04-19,428.717,9.036,1.258,0.127
2016-04-20,436.562,8.585,1.367,0.12
2016-04-21,443.215,8.461,1.17,0.116
2016-04-22,445.474,7.993,1.277,0.114
2016-04-23,445.852,8.003,1.223,0.11
2016-04-24,452.604,8.178,1.223,0.113
2016-04-25,457.376,7.793,1.291,0.105
2016-04-26,463.109,7.315,1.513,0.0984
2016-04-27,458.712,7.6,1.179,0.103
2016-04-28,444.29,7.42,1.297,0.0981
2016-04-29,449.257,7.458,1.389,0.0967
2016-04-30,451.828,8.259,1.241,0.104
2016-05-01,449.954,8.711,1.291,0.107
2016-05-02,446.236,9.575,1.3,0.126
2016-05-03,446.352,9.629,1.228,0.119
2016-05-04,446.988,9.541,1.319,0.118
2016-05-05,446.657,9.552,1.252,0.119
2016-05-06,451.464,9.68,1.302,0.12
2016-05-07,457.988,9.32,1.285,0.116
2016-05-08,457.595,9.285,1.345,0.114
2016-05-09,458.102,9.429,1.268,0.115
2016-05-10,454.748,9.326,1.266,0.11
2016-05-11,452.584,9.683,1.094,0.118
2016-05-12,451.025,10.127,1.213,0.124
2016-05-13,454.247,10.567,1.218,0.121
2016-05-14,455.025,10.192,1.197,0.117
2016-05-15,455.975,10.134,1.134,0.116
2016-05-16,455.809,10.492,1.236,0.119
2016-05-17,453.459,11.72,1.133,0.136
2016-05-18,453.949,12.976,1.29,0.146
2016-05-19,449.494,13.922,1.079,0.15
2016-05-20,441.529,14.335,1.19,0.153
2016-05-21,442.068,13.618,1.197,0.143
2016-05-22,441.268,14.049,1.237,0.15
2016-05-23,441.669,14.058,1.113,0.148
2016-05-24,445.089,13.002,1.109,0.134
2016-05-25,448.097,12.401,1.155,0.128
2016-05-26,450.845,12.434,1.125,0.126
2016-05-27,472.112,11.309,1.276,0.115
2016-05-28,496.908,11.339,1.177,0.113
2016-05-29,522.366,12.058,1.32,0.118
2016-05-30,533.135,12.443,1.457,0.122
2016-05-31,535.416,13.263,1.215,0.13
2016-06-01,532.201,13.882,1.539,0.141
2016-06-02,534.594,13.819,1.276,0.137
2016-06-03,551.979,13.637,1.429,0.129
2016-06-04,571.159,13.627,1.282,0.129
2016-06-05,573.875,13.724,1.731,0.13
2016-06-06,580.536,13.84,1.49,0.13
2016-06-07,579.599,14.029,1.397,0.13
2016-06-08,574.524,14.468,1.462,0.134
2016-06-09,574.28,14.372,1.562,0.127
2016-06-10,573.047,14.051,1.437,0.128
2016-06-11,579.549,13.801,1.542,0.126
2016-06-12,638.456,14.675,1.592,0.132
2016-06-13,686.885,16.59,1.885,0.144
2016-06-14,685.852,18.159,1.56,0.156
2016-06-15,682.671,18.319,1.949,0.157
2016-06-16,734.99,19.463,1.857,0.167
2016-06-17,744.823,17.323,1.944,0.151
2016-06-18,748.164,12.867,2.119,0.119
2016-06-19,753.295,12.175,1.94,0.105
2016-06-20,747.682,11.714,1.862,0.0976
2016-06-21,681.946,11.96,1.658,0.102
2016-06-22,649.939,14.186,1.469,0.119
2016-06-23,588.926,13.002,1.471,0.104
2016-06-24,652.469,13.851,1.591,0.112
2016-06-25,669.287,14.166,1.771,0.113
2016-06-26,640.632,13.917,1.504,0.11
2016-06-27,637.878,13.858,1.534,0.107
2016-06-28,647.563,13.087,1.585,0.0999
2016-06-29,633.786,12.148,1.587,0.0942
2016-06-30,651.127,12.432,1.564,0.0964
2016-07-01,674.251,12.127,1.532,0.0936
2016-07-02,683.826,11.989,1.722,0.0902
2016-07-03,673.449,11.858,1.657,0.0876
2016-07-04,668.624,11.537,1.608,0.0857
2016-07-05,669.77,10.457,1.697,0.0763
2016-07-06,670.711,10.57,1.512,0.0789
2016-07-07,640.923,10.042,1.487,0.0742
2016-07-08,644.648,10.428,1.585,0.0768
2016-07-09,649.595,10.946,1.32,0.0825
2016-07-10,645.327,10.854,0.78,0.0792
2016-07-11,646.33,10.552,0.764,0.0758
2016-07-12,653.631,10.512,0.78,0.075
2016-07-13,659.574,10.43,0.739,0.0743
2016-07-14,655.688,11.053,0.849,0.0787
2016-07-15,658.89,11.889,0.824,0.0862
2016-07-16,660.703,11.751,0.817,0.0854
2016-07-17,667.464,11.267,0.779,0.0806
2016-07-18,675.134,11.325,0.805,0.0806
2016-07-19,668.951,11.265,0.754,0.0794
2016-07-20,667.413,12.083,0.853,0.0873
2016-07-21,662.495,12.391,0.789,0.0884
2016-07-22,659.521,13.467,0.777,0.0964
2016-07-23,653.666,14.417,0.831,0.101
2016-07-24,656.306,13.37,0.765,0.0937
2016-07-25,656.119,13.315,0.795,0.098
2016-07-26,651.943,12.83,0.799,0.0953
2016-07-27,652.979,12.634,0.808,0.105
2016-07-28,654.826,12.722,0.83,0.0975
2016-07-29,655.218,12.68,0.816,0.098
2016-07-30,655.252,12.645,0.72,0.0987
2016-07-31,636.085,12.154,0.865,0.0951
2016-08-01,620.444,11.575,0.793,0.0908
2016-08-02,595.245,10.193,0.707,0.0856
2016-08-03,552.184,9.587,0.754,0.0842
2016-08-04,572.822,10.705,0.72,0.0894
2016-08-05,573.026,10.934,0.763,0.0875
2016-08-06,575.443,10.696,0.706,0.0862
2016-08-07,589.396,10.902,0.744,0.0868
2016-08-08,589.032,10.952,0.785,0.0853
2016-08-09,586.113,11.665,0.648,0.0876
2016-08-10,589.594,12.174,0.795,0.0882
2016-08-11,592.19,11.844,0.835,0.0841
2016-08-12,586.987,11.803,0.744,0.0838
2016-08-13,586.74,11.665,0.752,0.0834
2016-08-14,576.272,11.451,0.755,0.0816
2016-08-15,569.003,11.167,0.655,0.0801
2016-08-16,571.996,11.137,0.691,0.0773
2016-08-17,574.509,10.977,0.672,0.0761
2016-08-18,573.871,10.87,0.757,0.0756
2016-08-19,574.592,10.745,0.715,0.0734
2016-08-20,577.708,11.089,0.673,0.0744
2016-08-21,580.948,11.084,0.705,0.0746
2016-08-22,582.629,11.197,0.683,0.074
2016-08-23,584.169,11.064,0.663,0.0717
2016-08-24,580.74,11.049,0.722,0.0718
2016-08-25,575.66,11.177,0.613,0.0708
2016-08-26,578.283,11.307,0.702,0.0688
2016-08-27,574.184,11.219,0.743,0.0692
2016-08-28,572.17,11.042,0.675,0.0684
2016-08-29,574.891,10.963,0.629,0.0686
2016-08-30,576.744,11.117,0.75,0.0695
2016-08-31,574.462,11.34,0.631,0.07
2016-09-01,573.069,12.163,0.68,0.0734
2016-09-02,573.174,12.061,0.678,0.0733
2016-09-03,579.773,11.904,0.629,0.0741
2016-09-04,604.208,11.669,0.823,0.0756
2016-09-05,605.63,11.695,0.623,0.0736
2016-09-06,606.793,11.571,0.71,0.0724
2016-09-07,610.021,11.589,0.736,0.0721
2016-09-08,621.285,11.454,0.712,0.0713
2016-09-09,622.603,11.536,0.732,0.072
2016-09-10,623.902,11.676,0.758,0.0714
2016-09-11,620.306,11.881,0.75,0.0711
2016-09-12,607.225,11.78,0.651,0.0704
2016-09-13,609.126,11.997,0.749,0.0714
2016-09-14,610.447,11.933,0.671,0.07
2016-09-15,609.706,12.01,0.699,0.0699
2016-09-16,608.348,12.209,0.629,0.0716
2016-09-17,607.443,12.616,0.737,0.0712
2016-09-18,607.971,12.777,0.684,0.0751
2016-09-19,609.926,12.887,0.67,0.0858
2016-09-20,608.701,13.683,0.725,0.0774
2016-09-21,597.916,13.799,0.749,0.0749
2016-09-22,597.849,13.125,0.592,0.0769
2016-09-23,599.46,13.304,0.689,0.0765
2016-09-24,603.368,13.024,0.813,0.0726
2016-09-25,602.605,12.986,0.623,0.072
2016-09-26,604.645,12.901,0.602,0.071
2016-09-27,605.886,13.044,0.706,0.0746
2016-09-28,604.801,13.258,0.601,0.069
2016-09-29,604.65,13.13,0.639,0.0666
2016-09-30,604.894,13.165,0.678,0.0671
2016-10-01,611.559,13.122,0.643,0.0706
2016-10-02,610.758,13.176,0.591,0.0715
2016-10-03,610.721,13.245,0.742,0.0682
2016-10-04,609.337,13.366,0.655,0.0649
2016-10-05,610.478,13.204,0.678,0.0665
2016-10-06,611.072,12.876,0.654,0.0638
2016-10-07,613.763,12.688,0.623,0.0724
2016-10-08,617.237,12.264,0.68,0.0663
2016-10-09,616.581,12.2,0.606,0.06
2016-10-10,616.296,11.817,0.533,0.0572
2016-10-11,631.621,11.93,0.668,0.0559
2016-10-12,637.312,11.818,0.672,0.0585
2016-10-13,635.764,11.925,0.625,0.0599
2016-10-14,636.521,11.93,0.631,0.0545
2016-10-15,639.211,11.854,0.671,0.0524
2016-10-16,639.793,11.937,0.615,0.0526
2016-10-17,638.715,11.897,0.628,0.0542
2016-10-18,637.034,12.449,0.687,0.0563
2016-10-19,632.653,12.249,0.543,0.0551
2016-10-20,628.962,12.077,0.716,0.0547
2016-10-21,631.236,12.056,0.726,0.05
2016-10-22,641.524,12.053,0.566,0.0492
2016-10-23,653.664,11.985,0.678,0.0497
2016-10-24,650.557,11.943,0.655,0.0497
2016-10-25,654.64,11.517,0.661,0.0467
